transactionid,userid,time,amount,state,city,country,tran_lat,tran_lon,merchantType,isFraud
2016,101,2025-09-27 06:40:00,55.33,,,,47.572249,-122.318812,,False
2017,101,2025-09-30 04:40:00,411.23,,,,47.601262,-122.32839,,False
2018,101,2025-10-03 06:40:00,356.7,,,,47.557391,-122.366029,,False
2019,101,2025-10-06 10:40:00,24.84,,,,47.558636,-122.296752,,False
2020,101,2025-10-08 22:40:00,266.64,,,,47.618943,-122.33993,,False
2021,102,2025-09-02 08:00:00,341.95,,,,37.745282,-122.399423,,False
2022,102,2025-09-04 15:00:00,260.35,,,,37.779936,-122.40584,,False
2023,102,2025-09-07 15:00:00,483.53,,,,37.735812,-122.436773,,False
2024,102,2025-09-08 22:00:00,193.06,,,,37.771509,-122.421878,,False
2025,102,2025-09-09 14:00:00,475.59,,,,37.76108,-122.381493,,False
2026,102,2025-09-13 01:00:00,322.47,,,,37.786973,-122.39765,,False
2027,102,2025-09-16 00:00:00,136.58,,,,37.751785,-122.373825,,False
2028,102,2025-09-17 07:00:00,470.21,,,,37.72619,-122.39588,,False
2029,102,2025-09-20 20:00:00,167.06,,,,37.777737,-122.389344,,False
2030,102,2025-09-21 17:00:00,467.81,,,,37.768423,-122.392668,,False
2031,102,2025-09-24 00:00:00,286.04,,,,37.729704,-122.374324,,False
2032,102,2025-09-27 01:00:00,216.0,,,,37.820734,-122.460597,,False
2033,102,2025-09-30 20:00:00,329.21,,,,37.769798,-122.388001,,False
2034,102,2025-10-04 07:00:00,133.63,,,,37.818564,-122.426473,,False
2035,102,2025-10-04 12:00:00,371.53,,,,37.729521,-122.43445,,False
2036,102,2025-10-06 19:00:00,45.05,,,,37.748939,-122.42975,,False
2037,102,2025-10-09 16:00:00,301.73,,,,37.792074,-122.459456,,False
2038,102,2025-10-13 12:00:00,135.64,,,,37.77789,-122.455988,,False
2039,102,2025-10-15 15:00:00,284.11,,,,37.811244,-122.396449,,False
2040,102,2025-10-18 23:00:00,98.2,,,,37.772793,-122.401314,,False
2041,103,2025-09-02 08:00:00,90.44,,,,40.690244,-73.982884,,False
2042,103,2025-09-05 08:00:00,181.34,,,,40.699293,-73.974849,,False
2043,103,2025-09-07 09:00:00,492.51,,,,40.748687,-74.02747,,False
2044,103,2025-09-09 21:00:00,198.35,,,,40.664454,-73.958178,,False
2045,103,2025-09-13 00:00:00,340.45,,,,40.696872,-74.007526,,False
2046,103,2025-09-16 18:00:00,82.54,,,,40.678602,-74.031208,,False
2047,103,2025-09-19 12:00:00,222.03,,,,40.699864,-73.974455,,False
2048,103,2025-09-19 18:00:00,23.21,,,,40.68246,-73.970386,,False
2049,103,2025-09-21 07:00:00,400.57,,,,40.709406,-73.991137,,True
2050,103,2025-09-21 08:29:00,127.9,,,,40.750134,-74.007764,,True
2051,103,2025-09-21 09:34:00,492.85,,,,40.691918,-74.052046,,True
2052,103,2025-09-21 11:32:00,346.94,,,,40.681615,-73.965422,,True
2053,103,2025-09-21 13:54:00,248.07,,,,40.729335,-74.038026,,False
2054,103,2025-09-22 12:54:00,81.38,,,,40.68243,-74.022178,,False
2055,103,2025-09-25 03:54:00,196.56,,,,40.672193,-73.956162,,True
2056,103,2025-09-25 06:51:00,339.9,,,,40.757156,-73.990928,,True
2057,103,2025-09-25 06:53:00,16.15,,,,40.674326,-74.017624,,True
2058,103,2025-09-25 08:57:00,202.14,,,,40.738187,-74.014826,,False
2059,103,2025-09-27 01:57:00,358.4,,,,40.6831,-73.967252,,False
2060,103,2025-09-27 06:57:00,67.75,,,,40.71255,-73.963009,,False
2061,104,2025-09-02 08:00:00,362.32,,,,37.765455,-122.412861,,False
2062,104,2025-09-05 00:00:00,208.27,,,,37.782265,-122.466655,,False
2063,104,2025-09-06 14:00:00,306.79,,,,37.758587,-122.42095,,False
2064,104,2025-09-07 16:00:00,261.04,,,,37.749996,-122.375269,,False
2065,104,2025-09-10 11:00:00,228.24,,,,37.739189,-122.432747,,False
2066,104,2025-09-10 21:00:00,357.21,,,,37.743233,-122.37939,,False
2067,104,2025-09-11 22:00:00,496.1,,,,37.803459,-122.407454,,False
2068,104,2025-09-15 11:00:00,56.05,,,,37.781715,-122.394488,,False
2069,104,2025-09-17 09:00:00,478.18,,,,37.779979,-122.420669,,False
2070,104,2025-09-19 00:00:00,190.74,,,,37.728486,-122.438664,,False
2071,104,2025-09-20 00:00:00,487.1,,,,37.810233,-122.415934,,False
2072,104,2025-09-23 04:00:00,102.58,,,,37.745739,-122.422367,,False
2073,104,2025-09-24 10:00:00,15.65,,,,37.788925,-122.381167,,False
2074,104,2025-09-28 04:00:00,433.03,,,,37.74532,-122.435455,,False
2075,104,2025-09-28 21:00:00,383.26,,,,37.755083,-122.45327,,False
2076,104,2025-10-01 05:00:00,436.71,,,,37.803796,-122.409874,,False
2077,104,2025-10-01 13:00:00,423.93,,,,37.725717,-122.394511,,False
2078,104,2025-10-02 01:00:00,217.43,,,,37.818268,-122.370326,,False
2079,104,2025-10-05 17:00:00,389.54,,,,37.816628,-122.388873,,False
2080,104,2025-10-07 21:00:00,232.23,,,,37.754359,-122.382357,,False
2081,105,2025-09-02 08:00:00,115.23,,,,41.858213,-87.598823,,False
2082,105,2025-09-06 04:00:00,420.87,,,,41.913548,-87.593959,,False
2083,105,2025-09-09 22:00:00,482.78,,,,41.847866,-87.624111,,False
2084,105,2025-09-11 12:00:00,360.83,,,,41.864584,-87.67121,,False
2085,105,2025-09-13 15:00:00,482.37,,,,41.89679,-87.582896,,False
2086,105,2025-09-16 12:00:00,498.39,,,,41.851062,-87.598224,,False
2087,105,2025-09-17 07:00:00,107.72,,,,41.896733,-87.671673,,False
2088,105,2025-09-17 13:00:00,180.22,,,,41.889043,-87.655145,,False
2089,105,2025-09-21 06:00:00,428.66,,,,41.833815,-87.597746,,False
2090,105,2025-09-21 12:00:00,308.96,,,,41.834306,-87.631602,,True
2091,105,2025-09-21 14:37:00,423.45,,,,41.866553,-87.648942,,True
2092,105,2025-09-21 17:11:00,410.1,,,,41.865282,-87.64095,,True
2093,105,2025-09-21 20:04:00,28.5,,,,41.849618,-87.630741,,True
2094,105,2025-09-21 20:23:00,297.03,,,,41.864941,-87.644318,,False
2095,105,2025-09-23 10:23:00,471.68,,,,41.848221,-87.657216,,True
2096,105,2025-09-23 12:09:00,226.23,,,,41.892047,-87.67102,,True
2097,105,2025-09-23 12:30:00,356.31,,,,41.834037,-87.613514,,False
2098,105,2025-09-25 15:30:00,476.6,,,,41.920015,-87.596287,,False
2099,105,2025-09-28 04:30:00,116.45,,,,41.891095,-87.639633,,False
2100,105,2025-09-29 15:30:00,439.01,,,,41.839406,-87.674223,,False
2101,106,2025-09-02 08:00:00,161.02,,,,41.897293,-87.605729,,False
2102,106,2025-09-02 14:00:00,199.04,,,,41.914618,-87.653963,,False
2103,106,2025-09-06 14:00:00,384.25,,,,41.882745,-87.654445,,False
2104,106,2025-09-08 03:00:00,484.81,,,,41.853431,-87.65699,,False
2105,106,2025-09-11 10:00:00,383.22,,,,41.886783,-87.60727,,False
2106,106,2025-09-15 10:00:00,282.55,,,,41.850141,-87.644339,,False
2107,106,2025-09-18 19:00:00,374.09,,,,41.897142,-87.619836,,False
2108,106,2025-09-21 07:00:00,7.62,,,,41.831707,-87.651503,,False
2109,106,2025-09-25 09:00:00,427.72,,,,41.885382,-87.585632,,False
2110,106,2025-09-25 21:00:00,160.02,,,,41.893774,-87.67436,,True
2111,106,2025-09-25 23:14:00,92.03,,,,41.922893,-87.666442,,True
2112,106,2025-09-26 00:55:00,216.67,,,,41.867644,-87.6752,,True
2113,106,2025-09-26 01:30:00,39.34,,,,41.897938,-87.603916,,False
2114,106,2025-09-29 02:30:00,399.01,,,,41.850951,-87.62957,,False
2115,106,2025-09-30 15:30:00,211.28,,,,41.852072,-87.630516,,False
2116,106,2025-10-01 21:30:00,311.13,,,,41.853794,-87.678393,,False
2117,106,2025-10-03 06:30:00,201.48,,,,41.87984,-87.658075,,False
2118,106,2025-10-05 15:30:00,140.9,,,,41.871071,-87.623807,,False
2119,106,2025-10-08 08:30:00,191.81,,,,41.882664,-87.618717,,False
2120,106,2025-10-10 00:30:00,214.48,,,,41.87426,-87.596885,,False
2121,107,2025-09-02 08:00:00,392.23,,,,29.765772,-95.356926,,False
2122,107,2025-09-04 06:00:00,405.35,,,,29.750587,-95.369241,,False
2123,107,2025-09-06 15:00:00,29.81,,,,29.727796,-95.379662,,False
2124,107,2025-09-08 04:00:00,289.11,,,,29.721854,-95.41618,,False
2125,107,2025-09-11 15:00:00,66.0,,,,29.755615,-95.348024,,False
2126,107,2025-09-14 06:00:00,452.15,,,,29.76092,-95.369417,,False
2127,107,2025-09-17 11:00:00,407.82,,,,29.788077,-95.334121,,False
2128,107,2025-09-20 18:00:00,435.23,,,,29.760594,-95.408333,,False
2129,107,2025-09-22 14:00:00,262.21,,,,29.738553,-95.403397,,False
2130,107,2025-09-24 01:00:00,433.98,,,,29.801392,-95.353258,,False
2131,107,2025-09-25 06:00:00,38.13,,,,29.788743,-95.394908,,False
2132,107,2025-09-29 05:00:00,439.41,,,,29.809146,-95.379591,,False
2133,107,2025-09-30 05:00:00,480.61,,,,29.75007,-95.402396,,False
2134,107,2025-09-30 21:00:00,390.24,,,,29.797175,-95.352895,,False
2135,107,2025-10-04 11:00:00,78.69,,,,29.806273,-95.325407,,False
2136,107,2025-10-05 04:00:00,247.57,,,,29.786021,-95.346695,,False
2137,107,2025-10-06 23:00:00,173.93,,,,29.788162,-95.322405,,False
2138,107,2025-10-08 17:00:00,29.65,,,,29.759146,-95.36919,,False
2139,107,2025-10-09 21:00:00,67.56,,,,29.762483,-95.331313,,False
2140,107,2025-10-10 03:00:00,154.01,,,,29.760298,-95.369902,,False
2141,108,2025-09-02 08:00:00,263.25,,,,37.741112,-122.436191,,False
2142,108,2025-09-03 00:00:00,423.52,,,,37.740443,-122.439154,,False
2143,108,2025-09-03 11:00:00,303.81,,,,37.759672,-122.40865,,False
2144,108,2025-09-07 08:00:00,465.02,,,,37.76289,-122.402931,,False
2145,108,2025-09-10 23:00:00,229.23,,,,37.735516,-122.437251,,False
2146,108,2025-09-13 16:00:00,305.95,,,,37.741659,-122.390335,,False
2147,108,2025-09-14 10:00:00,437.59,,,,37.737362,-122.374322,,False
2148,108,2025-09-15 03:00:00,162.59,,,,37.79003,-122.442436,,False
2149,108,2025-09-15 10:00:00,411.5,,,,37.790879,-122.445697,,False
2150,108,2025-09-17 15:00:00,407.31,,,,37.742026,-122.441442,,False
2151,108,2025-09-18 08:00:00,376.69,,,,37.787873,-122.381074,,False
2152,108,2025-09-21 19:00:00,259.64,,,,37.796444,-122.41328,,False
2153,108,2025-09-25 19:00:00,445.15,,,,37.789107,-122.383486,,False
2154,108,2025-09-28 05:00:00,252.39,,,,37.807337,-122.39544,,False
2155,108,2025-09-29 01:00:00,326.67,,,,37.805361,-122.439196,,False
2156,108,2025-09-29 06:00:00,124.84,,,,37.802174,-122.387666,,False
2157,108,2025-10-02 16:00:00,44.23,,,,37.77053,-122.458692,,False
2158,108,2025-10-03 05:00:00,212.43,,,,37.754524,-122.453501,,False
2159,108,2025-10-03 19:00:00,226.27,,,,37.786898,-122.373673,,False
2160,108,2025-10-06 09:00:00,463.93,,,,37.748657,-122.468573,,False
2161,109,2025-09-02 08:00:00,131.19,,,,41.889762,-87.654761,,False
2162,109,2025-09-04 06:00:00,141.02,,,,41.858045,-87.599489,,False
2163,109,2025-09-06 11:00:00,286.51,,,,41.852401,-87.580495,,False
2164,109,2025-09-10 07:00:00,144.36,,,,41.843447,-87.639892,,False
2165,109,2025-09-12 22:00:00,227.58,,,,41.855597,-87.617886,,False
2166,109,2025-09-14 05:00:00,460.99,,,,41.909826,-87.629861,,False
2167,109,2025-09-18 04:00:00,91.54,,,,41.860002,-87.666813,,False
2168,109,2025-09-21 02:00:00,199.38,,,,41.882033,-87.602738,,False
2169,109,2025-09-21 23:00:00,369.51,,,,41.853092,-87.660597,,False
2170,109,2025-09-24 17:00:00,90.06,,,,41.90685,-87.653187,,False
2171,109,2025-09-27 04:00:00,121.89,,,,41.909157,-87.591607,,False
2172,109,2025-09-28 15:00:00,494.17,,,,41.847352,-87.65953,,False
2173,109,2025-09-28 23:00:00,279.98,,,,41.875046,-87.641967,,False
2174,109,2025-10-02 10:00:00,491.4,,,,41.856671,-87.622081,,False
2175,109,2025-10-05 08:00:00,458.63,,,,41.855221,-87.590386,,False
2176,109,2025-10-07 21:00:00,342.76,,,,41.921733,-87.613257,,False
2177,109,2025-10-09 13:00:00,378.36,,,,41.868002,-87.653788,,False
2178,109,2025-10-12 17:00:00,270.77,,,,41.900302,-87.604235,,False
2179,109,2025-10-14 02:00:00,255.08,,,,41.834612,-87.616401,,False
2180,109,2025-10-17 05:00:00,306.5,,,,41.841311,-87.602751,,False
2181,110,2025-09-02 08:00:00,242.05,,,,33.439118,-112.075385,,False
2182,110,2025-09-03 21:00:00,200.54,,,,33.447081,-112.105263,,False
2183,110,2025-09-05 08:00:00,210.55,,,,33.451158,-112.077903,,False
2184,110,2025-09-06 05:00:00,18.62,,,,33.421628,-112.040118,,False
2185,110,2025-09-10 04:00:00,493.12,,,,33.46394,-112.029009,,False
2186,110,2025-09-14 03:00:00,410.86,,,,33.412982,-112.072179,,False
2187,110,2025-09-18 04:00:00,322.74,,,,33.428797,-112.113214,,False
2188,110,2025-09-20 15:00:00,380.91,,,,33.489459,-112.070487,,False
2189,110,2025-09-24 08:00:00,18.45,,,,33.480855,-112.078444,,False
2190,110,2025-09-24 19:00:00,266.75,,,,33.487375,-112.105184,,False
2191,110,2025-09-27 11:00:00,242.95,,,,33.495634,-112.036443,,False
2192,110,2025-09-29 04:00:00,105.92,,,,33.449574,-112.063106,,False
2193,110,2025-09-29 12:00:00,263.03,,,,33.482024,-112.050658,,False
2194,110,2025-10-02 13:00:00,492.4,,,,33.433722,-112.061994,,False
2195,110,2025-10-04 12:00:00,312.7,,,,33.428165,-112.063535,,False
2196,110,2025-10-06 03:00:00,79.43,,,,33.414313,-112.033365,,False
2197,110,2025-10-09 20:00:00,166.94,,,,33.424421,-112.044619,,False
2198,110,2025-10-13 17:00:00,89.87,,,,33.400994,-112.05044,,False
2199,110,2025-10-17 16:00:00,222.7,,,,33.447186,-112.1112,,True
2200,110,2025-10-17 18:32:00,450.34,,,,33.429729,-112.121894,,True
2201,111,2025-09-02 08:00:00,393.91,,,,34.042404,-118.291751,,False
2202,111,2025-09-05 22:00:00,300.36,,,,34.017089,-118.209932,,False
2203,111,2025-09-09 20:00:00,36.89,,,,34.007554,-118.26763,,False
2204,111,2025-09-11 20:00:00,374.22,,,,34.083527,-118.242742,,False
2205,111,2025-09-15 11:00:00,143.61,,,,34.018708,-118.199841,,False
2206,111,2025-09-16 06:00:00,9.72,,,,34.07189,-118.196604,,False
2207,111,2025-09-17 00:00:00,155.67,,,,34.073778,-118.291763,,False
2208,111,2025-09-20 03:00:00,27.17,,,,34.006274,-118.2047,,False
2209,111,2025-09-21 02:00:00,379.25,,,,34.06752,-118.201234,,False
2210,111,2025-09-21 12:00:00,75.77,,,,34.075002,-118.220513,,False
2211,111,2025-09-25 00:00:00,91.95,,,,34.065014,-118.239526,,False
2212,111,2025-09-28 00:00:00,217.45,,,,34.078708,-118.234633,,False
2213,111,2025-09-30 21:00:00,26.7,,,,34.074233,-118.224647,,False
2214,111,2025-10-02 08:00:00,160.61,,,,34.015858,-118.250575,,False
2215,111,2025-10-03 15:00:00,154.7,,,,34.093075,-118.252683,,False
2216,111,2025-10-05 16:00:00,309.88,,,,34.009138,-118.236751,,False
2217,111,2025-10-06 13:00:00,390.29,,,,34.07651,-118.233348,,False
2218,111,2025-10-10 02:00:00,351.48,,,,34.004035,-118.285535,,False
2219,111,2025-10-11 10:00:00,92.4,,,,34.045649,-118.203364,,False
2220,111,2025-10-12 06:00:00,358.06,,,,34.085428,-118.292801,,False
2221,112,2025-09-02 08:00:00,342.42,,,,37.770078,-122.399409,,False
2222,112,2025-09-03 10:00:00,77.63,,,,37.768217,-122.412133,,False
2223,112,2025-09-04 05:00:00,9.97,,,,37.738344,-122.373071,,False
2224,112,2025-09-06 06:00:00,492.5,,,,37.742728,-122.377572,,False
2225,112,2025-09-08 02:00:00,56.92,,,,37.788567,-122.424494,,False
2226,112,2025-09-11 08:00:00,82.05,,,,37.80094,-122.419371,,False
2227,112,2025-09-12 15:00:00,19.19,,,,37.817908,-122.419649,,False
2228,112,2025-09-13 18:00:00,390.42,,,,37.82321,-122.435436,,False
2229,112,2025-09-16 17:00:00,168.55,,,,37.813902,-122.414488,,False
2230,112,2025-09-20 03:00:00,388.76,,,,37.748697,-122.38801,,False
2231,112,2025-09-20 10:00:00,152.55,,,,37.81353,-122.438014,,False
2232,112,2025-09-23 18:00:00,298.71,,,,37.732809,-122.449236,,False
2233,112,2025-09-26 06:00:00,341.28,,,,37.824313,-122.42034,,False
2234,112,2025-09-30 08:00:00,226.01,,,,37.811947,-122.411785,,False
2235,112,2025-10-04 02:00:00,7.93,,,,37.792497,-122.402378,,False
2236,112,2025-10-07 00:00:00,37.56,,,,37.79621,-122.457171,,False
2237,112,2025-10-07 11:00:00,249.83,,,,37.77476,-122.43303,,False
2238,112,2025-10-11 08:00:00,476.8,,,,37.729355,-122.425615,,False
2239,112,2025-10-14 12:00:00,477.1,,,,37.755958,-122.392235,,False
2240,112,2025-10-16 08:00:00,418.13,,,,37.819327,-122.453739,,False
2241,113,2025-09-02 08:00:00,30.04,,,,41.834602,-87.609038,,False
2242,113,2025-09-02 19:00:00,98.41,,,,41.875124,-87.613303,,False
2243,113,2025-09-05 23:00:00,345.15,,,,41.863933,-87.59293,,False
2244,113,2025-09-07 21:00:00,205.11,,,,41.836194,-87.668824,,False
2245,113,2025-09-09 20:00:00,410.05,,,,41.894342,-87.633187,,False
2246,113,2025-09-11 10:00:00,477.45,,,,41.865864,-87.633671,,False
2247,113,2025-09-12 06:00:00,350.05,,,,41.918579,-87.64784,,False
2248,113,2025-09-16 07:00:00,49.32,,,,41.884684,-87.594779,,False
2249,113,2025-09-17 06:00:00,115.4,,,,41.912333,-87.630268,,False
2250,113,2025-09-19 14:00:00,397.81,,,,41.912949,-87.622977,,False
2251,113,2025-09-23 01:00:00,468.2,,,,41.891596,-87.622193,,False
2252,113,2025-09-24 02:00:00,361.53,,,,41.910065,-87.623506,,False
2253,113,2025-09-25 05:00:00,91.14,,,,41.836018,-87.67939,,False
2254,113,2025-09-28 02:00:00,372.8,,,,41.866146,-87.608309,,False
2255,113,2025-09-28 15:00:00,150.5,,,,41.875281,-87.653945,,False
2256,113,2025-10-02 15:00:00,125.75,,,,41.84833,-87.623216,,False
2257,113,2025-10-04 23:00:00,308.74,,,,41.855321,-87.593175,,False
2258,113,2025-10-07 17:00:00,280.92,,,,41.839976,-87.656282,,False
2259,113,2025-10-10 16:00:00,150.44,,,,41.840801,-87.665526,,False
2260,113,2025-10-14 05:00:00,92.67,,,,41.831985,-87.60907,,False
2261,114,2025-09-02 08:00:00,220.31,,,,34.100828,-118.285235,,False
2262,114,2025-09-03 11:00:00,208.73,,,,34.068485,-118.26101,,False
2263,114,2025-09-04 16:00:00,173.12,,,,34.05294,-118.270132,,False
2264,114,2025-09-05 11:00:00,394.02,,,,34.004182,-118.211493,,False
2265,114,2025-09-09 01:00:00,238.26,,,,34.042743,-118.27914,,False
2266,114,2025-09-09 06:00:00,419.97,,,,34.01052,-118.262467,,False
2267,114,2025-09-11 02:00:00,257.25,,,,34.100525,-118.282769,,False
2268,114,2025-09-15 01:00:00,83.1,,,,34.0128,-118.288487,,False
2269,114,2025-09-17 06:00:00,85.4,,,,34.038523,-118.217545,,False
2270,114,2025-09-21 05:00:00,211.22,,,,34.081141,-118.257656,,False
2271,114,2025-09-23 23:00:00,219.12,,,,34.041696,-118.259805,,False
2272,114,2025-09-24 08:00:00,160.75,,,,34.080793,-118.222964,,False
2273,114,2025-09-26 06:00:00,64.63,,,,34.034092,-118.230886,,False
2274,114,2025-09-26 21:00:00,445.5,,,,34.036912,-118.213039,,False
2275,114,2025-09-28 13:00:00,372.77,,,,34.011841,-118.215849,,False
2276,114,2025-09-30 17:00:00,406.45,,,,34.096069,-118.282771,,False
2277,114,2025-10-03 17:00:00,26.04,,,,34.038981,-118.197744,,False
2278,114,2025-10-05 03:00:00,20.6,,,,34.002595,-118.258592,,False
2279,114,2025-10-07 20:00:00,105.53,,,,34.058461,-118.202543,,False
2280,114,2025-10-09 18:00:00,453.03,,,,34.020362,-118.280362,,False
2281,115,2025-09-02 08:00:00,305.24,,,,41.844388,-87.604861,,False
2282,115,2025-09-05 14:00:00,231.16,,,,41.900885,-87.640446,,False
2283,115,2025-09-08 23:00:00,19.2,,,,41.860372,-87.661779,,False
2284,115,2025-09-10 18:00:00,33.01,,,,41.922829,-87.617941,,False
2285,115,2025-09-14 17:00:00,256.11,,,,41.879072,-87.592788,,False
2286,115,2025-09-16 09:00:00,77.19,,,,41.868367,-87.615309,,False
2287,115,2025-09-17 22:00:00,137.22,,,,41.894466,-87.609125,,False
2288,115,2025-09-21 16:00:00,253.18,,,,41.91446,-87.583718,,False
2289,115,2025-09-22 21:00:00,93.18,,,,41.890123,-87.596316,,False
2290,115,2025-09-25 20:00:00,421.34,,,,41.860879,-87.611857,,False
2291,115,2025-09-27 17:00:00,242.13,,,,41.841687,-87.673651,,False
2292,115,2025-10-01 08:00:00,404.01,,,,41.846951,-87.645367,,False
2293,115,2025-10-01 19:00:00,55.2,,,,41.883113,-87.610924,,False
2294,115,2025-10-04 01:00:00,100.47,,,,41.917598,-87.670803,,False
2295,115,2025-10-05 13:00:00,292.4,,,,41.867367,-87.615431,,False
2296,115,2025-10-06 19:00:00,8.17,,,,41.872319,-87.667117,,False
2297,115,2025-10-10 21:00:00,403.21,,,,41.88399,-87.641481,,False
2298,115,2025-10-12 03:00:00,11.9,,,,41.907915,-87.59981,,False
2299,115,2025-10-12 09:00:00,13.1,,,,41.874547,-87.628015,,False
2300,115,2025-10-16 09:00:00,438.78,,,,41.879843,-87.649211,,False
2301,116,2025-09-02 08:00:00,204.88,,,,42.374178,-71.016435,,False
2302,116,2025-09-04 09:00:00,86.56,,,,42.338029,-71.091621,,False
2303,116,2025-09-07 07:00:00,34.43,,,,42.338154,-71.012669,,False
2304,116,2025-09-10 01:00:00,464.72,,,,42.36473,-71.058734,,False
2305,116,2025-09-10 05:00:00,190.93,,,,42.32477,-71.014736,,False
2306,116,2025-09-12 17:00:00,219.02,,,,42.361589,-71.041514,,False
2307,116,2025-09-12 21:00:00,456.81,,,,42.4019,-71.046971,,False
2308,116,2025-09-16 14:00:00,409.88,,,,42.323328,-71.028249,,False
2309,116,2025-09-18 07:00:00,465.49,,,,42.401993,-71.019,,False
2310,116,2025-09-19 08:00:00,355.61,,,,42.348131,-71.090089,,False
2311,116,2025-09-20 03:00:00,476.75,,,,42.374503,-71.045106,,False
2312,116,2025-09-23 13:00:00,80.39,,,,42.397962,-71.072928,,False
2313,116,2025-09-24 05:00:00,486.12,,,,42.396257,-71.070103,,False
2314,116,2025-09-27 21:00:00,71.5,,,,42.3566,-71.055563,,False
2315,116,2025-09-30 21:00:00,98.78,,,,42.356086,-71.009371,,False
2316,116,2025-10-02 15:00:00,303.1,,,,42.318802,-71.016404,,True
2317,116,2025-10-02 16:37:00,296.6,,,,42.36467,-71.036187,,True
2318,116,2025-10-02 19:18:00,393.0,,,,42.343083,-71.06066,,False
2319,116,2025-10-05 00:18:00,466.23,,,,42.381504,-71.013878,,False
2320,116,2025-10-07 23:18:00,471.06,,,,42.357858,-71.091898,,False
2321,117,2025-09-02 08:00:00,49.99,,,,39.705498,-104.957601,,False
2322,117,2025-09-03 17:00:00,232.38,,,,39.737927,-105.001585,,False
2323,117,2025-09-07 17:00:00,499.89,,,,39.758641,-105.025449,,False
2324,117,2025-09-10 08:00:00,293.03,,,,39.761038,-105.036555,,False
2325,117,2025-09-12 11:00:00,485.03,,,,39.700243,-104.946237,,False
2326,117,2025-09-14 03:00:00,229.84,,,,39.736224,-105.027961,,False
2327,117,2025-09-16 01:00:00,416.01,,,,39.757663,-104.983603,,False
2328,117,2025-09-19 00:00:00,345.28,,,,39.724732,-105.038299,,False
2329,117,2025-09-20 09:00:00,17.91,,,,39.699695,-105.001582,,False
2330,117,2025-09-24 03:00:00,461.78,,,,39.68955,-105.031196,,False
2331,117,2025-09-25 11:00:00,232.75,,,,39.741898,-104.947151,,False
2332,117,2025-09-29 04:00:00,11.24,,,,39.75468,-105.032775,,False
2333,117,2025-09-29 14:00:00,108.96,,,,39.713737,-104.941263,,True
2334,117,2025-09-29 14:21:00,388.38,,,,39.770671,-104.97286,,True
2335,117,2025-09-29 15:08:00,69.33,,,,39.747591,-104.982515,,True
2336,117,2025-09-29 18:03:00,190.07,,,,39.7892,-104.975071,,True
2337,117,2025-09-29 18:26:00,264.21,,,,39.733214,-104.94108,,True
2338,117,2025-09-29 20:05:00,130.77,,,,39.728926,-105.010068,,False
2339,117,2025-09-30 16:05:00,264.45,,,,39.723903,-105.007469,,False
2340,117,2025-10-03 10:05:00,24.7,,,,39.7701,-104.989121,,False
2341,118,2025-09-02 08:00:00,362.2,,,,47.616875,-122.292351,,False
2342,118,2025-09-05 06:00:00,267.84,,,,47.558183,-122.349712,,False
2343,118,2025-09-06 01:00:00,68.71,,,,47.574236,-122.300679,,False
2344,118,2025-09-09 12:00:00,333.52,,,,47.59818,-122.369257,,False
2345,118,2025-09-10 18:00:00,43.23,,,,47.564868,-122.365782,,False
2346,118,2025-09-14 03:00:00,198.99,,,,47.56715,-122.373794,,False
2347,118,2025-09-18 05:00:00,498.21,,,,47.583719,-122.361404,,False
2348,118,2025-09-18 14:00:00,102.14,,,,47.610877,-122.375287,,False
2349,118,2025-09-22 07:00:00,215.87,,,,47.62886,-122.28913,,False
2350,118,2025-09-23 11:00:00,202.53,,,,47.607696,-122.359832,,False
2351,118,2025-09-25 11:00:00,395.34,,,,47.559101,-122.285925,,False
2352,118,2025-09-25 19:00:00,230.87,,,,47.638058,-122.31508,,False
2353,118,2025-09-28 16:00:00,135.05,,,,47.580031,-122.36146,,False
2354,118,2025-09-30 21:00:00,6.65,,,,47.643243,-122.283428,,False
2355,118,2025-10-02 04:00:00,299.03,,,,47.611688,-122.317375,,False
2356,118,2025-10-02 21:00:00,383.54,,,,47.592225,-122.298893,,False
2357,118,2025-10-05 18:00:00,362.25,,,,47.650571,-122.296368,,False
2358,118,2025-10-07 10:00:00,276.56,,,,47.610239,-122.317885,,False
2359,118,2025-10-11 10:00:00,22.81,,,,47.583301,-122.371356,,False
2360,118,2025-10-13 12:00:00,35.29,,,,47.593677,-122.328932,,False
2361,119,2025-09-02 08:00:00,487.87,,,,41.859839,-87.662468,,False
2362,119,2025-09-05 12:00:00,498.4,,,,41.842208,-87.6503,,False
2363,119,2025-09-08 02:00:00,371.49,,,,41.8962,-87.60509,,False
2364,119,2025-09-11 22:00:00,299.85,,,,41.869877,-87.591492,,False
2365,119,2025-09-14 22:00:00,469.75,,,,41.828943,-87.662697,,False
2366,119,2025-09-18 02:00:00,435.52,,,,41.875237,-87.6062,,False
2367,119,2025-09-20 10:00:00,182.09,,,,41.881793,-87.59756,,False
2368,119,2025-09-22 16:00:00,198.78,,,,41.848842,-87.617273,,False
2369,119,2025-09-24 08:00:00,421.18,,,,41.840359,-87.593213,,False
2370,119,2025-09-26 09:00:00,129.52,,,,41.872018,-87.614765,,False
2371,119,2025-09-30 11:00:00,238.41,,,,41.918773,-87.582424,,False
2372,119,2025-10-01 03:00:00,236.01,,,,41.892645,-87.619055,,False
